,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
2890,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,3,mScarlet,52.5
2894,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,4,mScarlet,76.0
2898,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,5,mScarlet,339.0
2902,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,6,mScarlet,519.0
2906,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,7,mScarlet,767.5
2910,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,8,mScarlet,810.5
2914,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,9,mScarlet,846.5
2918,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,10,mScarlet,589.0
2922,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,11,mScarlet,706.0
2926,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,12,mScarlet,821.5
2930,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,13,mScarlet,852.5
2934,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,14,mScarlet,800.5
2938,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,15,mScarlet,862.0
2942,D5,1x diff 2x bxb1,30,0.01,10,+,carb,4,16,mScarlet,578.5
2946,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,1,mScarlet,350.5
2950,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,2,mScarlet,227.0
2954,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,3,mScarlet,190.0
2958,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,4,mScarlet,199.5
2962,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,5,mScarlet,528.5
2966,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,6,mScarlet,564.0
2970,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,7,mScarlet,816.0
2974,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,8,mScarlet,830.0
2978,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,9,mScarlet,840.0
2982,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,10,mScarlet,691.0
2986,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,11,mScarlet,735.5
2990,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,12,mScarlet,806.5
2994,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,13,mScarlet,870.5
2998,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,14,mScarlet,836.5
3002,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,15,mScarlet,873.0
3006,D7,1x diff 2x bxb1,30,0.01,50,+,carb,4,16,mScarlet,590.5
3010,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,1,mScarlet,438.5
3014,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,2,mScarlet,212.0
3018,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,3,mScarlet,164.0
3022,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,4,mScarlet,184.5
3026,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,5,mScarlet,357.5
3030,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,6,mScarlet,301.0
3034,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,7,mScarlet,521.5
3038,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,8,mScarlet,746.0
3042,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,9,mScarlet,881.5
3046,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,10,mScarlet,768.5
3050,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,11,mScarlet,1290.5
3054,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,12,mScarlet,1284.0
3058,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,13,mScarlet,1525.0
3062,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,14,mScarlet,1191.5
3066,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,15,mScarlet,1451.0
3070,D9,split pir 2x bxb1,20,0.01,10,+,carb,4,16,mScarlet,776.5
3074,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,1,mScarlet,353.5
3078,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,2,mScarlet,269.5
3082,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,3,mScarlet,205.0
3086,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,4,mScarlet,186.5
3090,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,5,mScarlet,232.5
3094,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,6,mScarlet,189.5
3098,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,7,mScarlet,292.0
3102,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,8,mScarlet,293.0
3106,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,9,mScarlet,389.5
3110,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,10,mScarlet,341.5
3114,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,11,mScarlet,487.0
3118,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,12,mScarlet,619.0
3122,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,13,mScarlet,813.5
3126,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,14,mScarlet,821.5
3130,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,15,mScarlet,879.5
3134,E1,1x diff 2x bxb1,20,0.01,10,+,carb,5,16,mScarlet,616.0
3138,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,1,mScarlet,329.5
3142,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,2,mScarlet,446.0
3146,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,3,mScarlet,432.0
3150,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,4,mScarlet,351.0
3154,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,5,mScarlet,576.5
3158,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,6,mScarlet,430.0
3162,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,7,mScarlet,626.5
3166,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,8,mScarlet,791.5
3170,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,9,mScarlet,974.5
3174,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,10,mScarlet,910.5
3178,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,11,mScarlet,1452.0
3182,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,12,mScarlet,1588.0
3186,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,13,mScarlet,1838.0
3190,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,14,mScarlet,1362.5
3194,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,15,mScarlet,1778.5
3198,E11,split pir 2x bxb1,20,0.01,50,+,carb,5,16,mScarlet,822.0
3202,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,1,mScarlet,169.0
3206,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,2,mScarlet,35.0
3210,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,3,mScarlet,7.5
3214,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,4,mScarlet,50.5
3218,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,5,mScarlet,1712.5
3222,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,6,mScarlet,2989.0
3226,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,7,mScarlet,5623.5
3230,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,8,mScarlet,6607.5
3234,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,9,mScarlet,7574.5
3238,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,10,mScarlet,4727.5
3242,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,11,mScarlet,4656.0
3246,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,12,mScarlet,4511.0
3250,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,13,mScarlet,5218.0
3254,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,14,mScarlet,4900.0
3258,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,15,mScarlet,6054.0
3262,E13,split pir 2x bxb1,30,0.01,10,+,carb,5,16,mScarlet,2996.5
3266,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,1,mScarlet,212.5
3270,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,2,mScarlet,69.0
3274,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,3,mScarlet,32.0
3278,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,4,mScarlet,45.5
3282,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,5,mScarlet,592.5
3286,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,6,mScarlet,1032.5
3290,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,7,mScarlet,1895.0
3294,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,8,mScarlet,1741.0
3298,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,9,mScarlet,3437.0
3302,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,10,mScarlet,1656.5
3306,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,11,mScarlet,1701.5
3310,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,12,mScarlet,1774.0
3314,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,13,mScarlet,2058.0
3318,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,14,mScarlet,1814.0
3322,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,15,mScarlet,2139.5
3326,E15,split pir 2x bxb1,30,0.01,50,+,carb,5,16,mScarlet,803.5
3330,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,1,mScarlet,278.5
3334,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,2,mScarlet,233.0
3338,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,3,mScarlet,262.5
3342,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,4,mScarlet,176.0
3346,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,5,mScarlet,240.5
3350,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,6,mScarlet,189.0
3354,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,7,mScarlet,261.0
3358,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,8,mScarlet,309.5
3362,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,9,mScarlet,471.0
3366,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,10,mScarlet,507.0
3370,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,11,mScarlet,560.5
3374,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,12,mScarlet,544.0
3378,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,13,mScarlet,783.0
3382,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,14,mScarlet,735.0
3386,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,15,mScarlet,809.0
3390,E17,1x diff 2x bxb1,20,0.01,10,+,kan,5,16,mScarlet,484.5
3394,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,1,mScarlet,320.0
3398,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,2,mScarlet,318.0
3402,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,3,mScarlet,301.0
3406,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,4,mScarlet,244.0
3410,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,5,mScarlet,313.0
3414,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,6,mScarlet,222.5
3418,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,7,mScarlet,315.0
3422,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,8,mScarlet,336.5
3426,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,9,mScarlet,371.0
3430,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,10,mScarlet,397.0
3434,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,11,mScarlet,537.5
3438,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,12,mScarlet,540.5
3442,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,13,mScarlet,830.5
3446,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,14,mScarlet,803.0
3450,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,15,mScarlet,845.0
3454,E19,1x diff 2x bxb1,20,0.01,50,+,kan,5,16,mScarlet,523.0
3458,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,1,mScarlet,237.0
3462,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,2,mScarlet,102.5
3466,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,3,mScarlet,56.5
3470,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,4,mScarlet,83.5
3474,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,5,mScarlet,324.5
3478,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,6,mScarlet,462.5
3482,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,7,mScarlet,693.0
3486,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,8,mScarlet,687.0
3490,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,9,mScarlet,784.5
3494,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,10,mScarlet,644.5
3498,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,11,mScarlet,692.5
3502,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,12,mScarlet,596.0
3506,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,13,mScarlet,839.0
3510,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,14,mScarlet,824.0
3514,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,15,mScarlet,859.5
3518,E21,1x diff 2x bxb1,30,0.01,10,+,kan,5,16,mScarlet,544.5
3522,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,1,mScarlet,283.5
3526,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,2,mScarlet,181.5
3530,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,3,mScarlet,134.0
3534,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,4,mScarlet,154.5
3538,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,5,mScarlet,354.0
3542,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,6,mScarlet,487.0
3546,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,7,mScarlet,729.0
3550,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,8,mScarlet,721.0
3554,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,9,mScarlet,809.5
3558,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,10,mScarlet,811.5
3562,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,11,mScarlet,855.5
3566,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,12,mScarlet,760.0
3570,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,13,mScarlet,863.0
3574,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,14,mScarlet,850.0
3578,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,15,mScarlet,885.5
3582,E23,1x diff 2x bxb1,30,0.01,50,+,kan,5,16,mScarlet,633.5
3586,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,1,mScarlet,373.5
3590,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,2,mScarlet,389.0
3594,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,3,mScarlet,362.0
3598,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,4,mScarlet,279.5
3602,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,5,mScarlet,325.5
3606,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,6,mScarlet,278.5
3610,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,7,mScarlet,369.5
3614,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,8,mScarlet,398.0
3618,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,9,mScarlet,427.5
3622,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,10,mScarlet,430.5
3626,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,11,mScarlet,633.0
3630,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,12,mScarlet,788.0
3634,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,13,mScarlet,888.0
3638,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,14,mScarlet,853.0
3642,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,15,mScarlet,895.5
3646,E3,1x diff 2x bxb1,20,0.01,50,+,carb,5,16,mScarlet,610.5
3650,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,1,mScarlet,273.0
3654,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,2,mScarlet,89.5
3658,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,3,mScarlet,33.5
3662,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,4,mScarlet,66.5
3666,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,5,mScarlet,332.0
3670,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,6,mScarlet,537.5
3674,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,7,mScarlet,759.0
3678,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,8,mScarlet,822.0
3682,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,9,mScarlet,811.5
3686,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,10,mScarlet,734.0
3690,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,11,mScarlet,704.0
3694,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,12,mScarlet,825.5
3698,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,13,mScarlet,864.5
3702,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,14,mScarlet,814.0
3706,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,15,mScarlet,856.0
3710,E5,1x diff 2x bxb1,30,0.01,10,+,carb,5,16,mScarlet,599.5
3714,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,1,mScarlet,293.0
3718,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,2,mScarlet,194.5
3722,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,3,mScarlet,156.0
3726,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,4,mScarlet,191.0
3730,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,5,mScarlet,494.5
3734,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,6,mScarlet,553.0
3738,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,7,mScarlet,802.5
3742,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,8,mScarlet,839.5
3746,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,9,mScarlet,831.5
3750,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,10,mScarlet,740.0
3754,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,11,mScarlet,806.5
3758,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,12,mScarlet,812.0
3762,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,13,mScarlet,860.0
3766,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,14,mScarlet,834.5
3770,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,15,mScarlet,863.5
3774,E7,1x diff 2x bxb1,30,0.01,50,+,carb,5,16,mScarlet,563.0
3778,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,1,mScarlet,267.0
3782,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,2,mScarlet,264.0
3786,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,3,mScarlet,181.0
3790,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,4,mScarlet,196.5
3794,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,5,mScarlet,310.5
3798,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,6,mScarlet,290.0
3802,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,7,mScarlet,486.0
3806,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,8,mScarlet,621.0
3810,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,9,mScarlet,915.0
3814,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,10,mScarlet,697.0
3818,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,11,mScarlet,1230.5
3822,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,12,mScarlet,1161.0
3826,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,13,mScarlet,1674.0
3830,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,14,mScarlet,1181.5
3834,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,15,mScarlet,1920.5
3838,E9,split pir 2x bxb1,20,0.01,10,+,carb,5,16,mScarlet,819.0
3842,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,1,mScarlet,349.0
3846,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,2,mScarlet,267.5
3850,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,3,mScarlet,199.0
3854,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,4,mScarlet,184.5
3858,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,5,mScarlet,238.5
3862,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,6,mScarlet,191.5
3866,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,7,mScarlet,271.5
3870,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,8,mScarlet,297.5
3874,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,9,mScarlet,362.0
3878,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,10,mScarlet,416.0
3882,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,11,mScarlet,552.5
3886,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,12,mScarlet,667.0
3890,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,13,mScarlet,844.0
3894,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,14,mScarlet,828.0
3898,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,15,mScarlet,894.5
3902,F1,1x diff 2x bxb1,20,0.01,10,+,carb,6,16,mScarlet,638.0
3906,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,1,mScarlet,478.0
3910,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,2,mScarlet,359.0
3914,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,3,mScarlet,326.0
3918,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,4,mScarlet,331.5
3922,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,5,mScarlet,543.0
3926,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,6,mScarlet,442.0
3930,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,7,mScarlet,699.0
3934,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,8,mScarlet,919.5
3938,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,9,mScarlet,1134.0
3942,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,10,mScarlet,1017.5
3946,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,11,mScarlet,1489.0
3950,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,12,mScarlet,1636.5
3954,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,13,mScarlet,1775.0
3958,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,14,mScarlet,1447.5
3962,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,15,mScarlet,1537.0
3966,F11,split pir 2x bxb1,20,0.01,50,+,carb,6,16,mScarlet,887.0
3970,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,1,mScarlet,276.0
3974,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,2,mScarlet,38.0
3978,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,3,mScarlet,6.0
3982,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,4,mScarlet,72.5
3986,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,5,mScarlet,2330.0
3990,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,6,mScarlet,2345.0
3994,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,7,mScarlet,2538.5
3998,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,8,mScarlet,2663.0
4002,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,9,mScarlet,2647.0
4006,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,10,mScarlet,2090.0
4010,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,11,mScarlet,2473.0
4014,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,12,mScarlet,2321.0
4018,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,13,mScarlet,3124.5
4022,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,14,mScarlet,2563.0
4026,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,15,mScarlet,2673.5
4030,F13,split pir 2x bxb1,30,0.01,10,+,carb,6,16,mScarlet,1421.5
4034,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,1,mScarlet,313.5
4038,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,2,mScarlet,52.5
4042,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,3,mScarlet,20.0
4046,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,4,mScarlet,30.5
4050,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,5,mScarlet,726.0
4054,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,6,mScarlet,1515.0
4058,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,7,mScarlet,2509.5
4062,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,8,mScarlet,2691.0
4066,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,9,mScarlet,2175.5
4070,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,10,mScarlet,1746.5
4074,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,11,mScarlet,2424.0
4078,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,12,mScarlet,2176.5
4082,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,13,mScarlet,2827.5
4086,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,14,mScarlet,2687.5
4090,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,15,mScarlet,2544.5
4094,F15,split pir 2x bxb1,30,0.01,50,+,carb,6,16,mScarlet,1618.0
4098,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,1,mScarlet,301.5
4102,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,2,mScarlet,242.5
4106,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,3,mScarlet,246.5
4110,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,4,mScarlet,186.0
4114,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,5,mScarlet,251.5
4118,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,6,mScarlet,180.0
4122,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,7,mScarlet,269.5
4126,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,8,mScarlet,318.5
4130,F17,1x diff 2x bxb1,20,0.01,10,+,kan,6,9,mScarlet,454.0
