,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
12302,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,4,mScarlet,1006.5
12306,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,5,mScarlet,1592.0
12310,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,6,mScarlet,1043.0
12314,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,7,mScarlet,1113.5
12318,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,8,mScarlet,992.5
12322,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,9,mScarlet,936.5
12326,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,10,mScarlet,484.0
12330,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,11,mScarlet,370.0
12334,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,12,mScarlet,409.5
12338,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,13,mScarlet,237.0
12342,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,14,mScarlet,149.0
12346,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,15,mScarlet,130.5
12350,I1,split pir 2x bxb1,10,0.01,10,-,carb,1,16,mScarlet,67.5
12354,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,1,mScarlet,385.0
12358,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,2,mScarlet,224.5
12362,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,3,mScarlet,103.0
12366,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,4,mScarlet,45.5
12370,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,5,mScarlet,75.5
12374,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,6,mScarlet,45.5
12378,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,7,mScarlet,89.0
12382,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,8,mScarlet,96.5
12386,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,9,mScarlet,113.5
12390,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,10,mScarlet,70.5
12394,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,11,mScarlet,49.5
12398,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,12,mScarlet,54.5
12402,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,13,mScarlet,44.5
12406,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,14,mScarlet,35.5
12410,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,15,mScarlet,24.5
12414,I10,split pir 2x bxb1,20,0.01,10,-,kan,1,16,mScarlet,14.0
12418,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,1,mScarlet,401.0
12422,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,2,mScarlet,154.5
12426,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,3,mScarlet,27.0
12430,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,4,mScarlet,8.0
12434,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,5,mScarlet,1.0
12438,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,6,mScarlet,4.5
12442,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,7,mScarlet,17.0
12446,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,8,mScarlet,82.5
12450,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,9,mScarlet,102.5
12454,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,10,mScarlet,47.5
12458,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,11,mScarlet,26.0
12462,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,12,mScarlet,14.5
12466,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,13,mScarlet,9.5
12470,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,14,mScarlet,4.5
12474,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,15,mScarlet,6.0
12478,I11,split pir 2x bxb1,20,0.01,50,-,carb,1,16,mScarlet,3.0
12482,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,1,mScarlet,437.5
12486,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,2,mScarlet,290.0
12490,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,3,mScarlet,137.0
12494,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,4,mScarlet,59.5
12498,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,5,mScarlet,86.0
12502,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,6,mScarlet,56.5
12506,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,7,mScarlet,140.5
12510,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,8,mScarlet,188.0
12514,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,9,mScarlet,235.0
12518,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,10,mScarlet,193.0
12522,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,11,mScarlet,139.0
12526,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,12,mScarlet,169.5
12530,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,13,mScarlet,144.0
12534,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,14,mScarlet,125.0
12538,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,15,mScarlet,100.0
12542,I12,split pir 2x bxb1,20,0.01,50,-,kan,1,16,mScarlet,65.0
12546,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,1,mScarlet,273.5
12550,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,2,mScarlet,57.5
12554,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,3,mScarlet,4.0
12558,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,4,mScarlet,1.0
12562,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,5,mScarlet,0.0
12566,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,6,mScarlet,2.0
12570,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,7,mScarlet,3.0
12574,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,8,mScarlet,2.5
12578,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,9,mScarlet,2.5
12582,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,10,mScarlet,4.0
12586,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,11,mScarlet,2.5
12590,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,12,mScarlet,2.5
12594,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,13,mScarlet,2.5
12598,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,14,mScarlet,2.5
12602,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,15,mScarlet,3.5
12606,I13,split pir 2x bxb1,30,0.01,10,-,carb,1,16,mScarlet,1.0
12610,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,1,mScarlet,270.5
12614,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,2,mScarlet,66.0
12618,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,3,mScarlet,14.5
12622,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,4,mScarlet,6.0
12626,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,5,mScarlet,11.5
12630,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,6,mScarlet,9.5
12634,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,7,mScarlet,15.0
12638,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,8,mScarlet,8.5
12642,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,9,mScarlet,8.0
12646,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,10,mScarlet,5.5
12650,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,11,mScarlet,3.0
12654,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,12,mScarlet,3.5
12658,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,13,mScarlet,4.5
12662,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,14,mScarlet,3.5
12666,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,15,mScarlet,4.0
12670,I14,split pir 2x bxb1,30,0.01,10,-,kan,1,16,mScarlet,1.0
12674,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,1,mScarlet,219.0
12678,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,2,mScarlet,23.0
12682,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,3,mScarlet,3.5
12686,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,4,mScarlet,1.5
12690,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,5,mScarlet,4.5
12694,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,6,mScarlet,5.0
12698,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,7,mScarlet,7.0
12702,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,8,mScarlet,63.0
12706,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,9,mScarlet,111.0
12710,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,10,mScarlet,71.0
12714,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,11,mScarlet,46.0
12718,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,12,mScarlet,27.0
12722,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,13,mScarlet,13.5
12726,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,14,mScarlet,13.5
12730,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,15,mScarlet,9.0
12734,I15,split pir 2x bxb1,30,0.01,50,-,carb,1,16,mScarlet,6.0
12738,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,1,mScarlet,282.5
12742,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,2,mScarlet,98.5
12746,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,3,mScarlet,29.0
12750,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,4,mScarlet,8.5
12754,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,5,mScarlet,18.0
12758,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,6,mScarlet,17.5
12762,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,7,mScarlet,23.0
12766,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,8,mScarlet,17.0
12770,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,9,mScarlet,17.5
12774,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,10,mScarlet,12.0
12778,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,11,mScarlet,13.0
12782,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,12,mScarlet,12.5
12786,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,13,mScarlet,10.0
12790,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,14,mScarlet,9.0
12794,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,15,mScarlet,9.5
12798,I16,split pir 2x bxb1,30,0.01,50,-,kan,1,16,mScarlet,5.0
12802,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,1,mScarlet,1119.0
12806,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,2,mScarlet,1364.0
12810,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,3,mScarlet,1005.5
12814,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,4,mScarlet,941.5
12818,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,5,mScarlet,1627.0
12822,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,6,mScarlet,952.0
12826,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,7,mScarlet,1061.5
12830,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,8,mScarlet,1154.0
12834,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,9,mScarlet,1154.0
12838,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,10,mScarlet,941.0
12842,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,11,mScarlet,931.0
12846,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,12,mScarlet,1106.5
12850,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,13,mScarlet,1051.5
12854,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,14,mScarlet,918.0
12858,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,15,mScarlet,1028.5
12862,I17,split pir 2x bxb1,10,0.01,10,+,carb,1,16,mScarlet,771.0
12866,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,1,mScarlet,629.0
12870,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,2,mScarlet,1000.5
12874,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,3,mScarlet,704.0
12878,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,4,mScarlet,449.5
12882,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,5,mScarlet,860.0
12886,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,6,mScarlet,477.0
12890,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,7,mScarlet,691.5
12894,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,8,mScarlet,773.0
12898,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,9,mScarlet,715.0
12902,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,10,mScarlet,551.0
12906,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,11,mScarlet,662.0
12910,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,12,mScarlet,659.0
12914,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,13,mScarlet,594.5
12918,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,14,mScarlet,493.0
12922,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,15,mScarlet,521.5
12926,I18,split pir 2x bxb1,10,0.01,10,+,kan,1,16,mScarlet,365.0
12930,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,1,mScarlet,1176.0
12934,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,2,mScarlet,1084.0
12938,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,3,mScarlet,1060.5
12942,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,4,mScarlet,1069.5
12946,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,5,mScarlet,1828.0
12950,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,6,mScarlet,1088.5
12954,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,7,mScarlet,1319.5
12958,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,8,mScarlet,1328.5
12962,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,9,mScarlet,1411.0
12966,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,10,mScarlet,1056.5
12970,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,11,mScarlet,1013.0
12974,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,12,mScarlet,1286.5
12978,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,13,mScarlet,1201.0
12982,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,14,mScarlet,1268.5
12986,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,15,mScarlet,1118.5
12990,I19,split pir 2x bxb1,10,0.01,50,+,carb,1,16,mScarlet,801.0
12994,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,1,mScarlet,879.5
12998,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,2,mScarlet,1174.5
13002,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,3,mScarlet,605.5
13006,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,4,mScarlet,614.5
13010,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,5,mScarlet,790.5
13014,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,6,mScarlet,495.0
13018,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,7,mScarlet,586.0
13022,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,8,mScarlet,632.5
13026,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,9,mScarlet,517.5
13030,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,10,mScarlet,355.0
13034,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,11,mScarlet,246.0
13038,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,12,mScarlet,260.5
13042,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,13,mScarlet,245.5
13046,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,14,mScarlet,171.5
13050,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,15,mScarlet,149.5
13054,I2,split pir 2x bxb1,10,0.01,10,-,kan,1,16,mScarlet,116.5
13058,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,1,mScarlet,556.5
13062,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,2,mScarlet,675.5
13066,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,3,mScarlet,569.0
13070,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,4,mScarlet,381.5
13074,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,5,mScarlet,767.0
13078,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,6,mScarlet,438.5
13082,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,7,mScarlet,667.5
13086,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,8,mScarlet,824.5
13090,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,9,mScarlet,606.0
13094,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,10,mScarlet,458.5
13098,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,11,mScarlet,502.0
13102,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,12,mScarlet,516.5
13106,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,13,mScarlet,514.0
13110,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,14,mScarlet,414.5
13114,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,15,mScarlet,446.0
13118,I20,split pir 2x bxb1,10,0.01,50,+,kan,1,16,mScarlet,329.5
13122,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,1,mScarlet,695.0
13126,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,2,mScarlet,329.5
13130,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,3,mScarlet,339.0
13134,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,4,mScarlet,413.5
13138,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,5,mScarlet,774.0
13142,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,6,mScarlet,432.5
13146,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,7,mScarlet,416.0
13150,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,8,mScarlet,567.5
13154,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,9,mScarlet,642.0
13158,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,10,mScarlet,801.0
13162,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,11,mScarlet,1070.0
13166,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,12,mScarlet,1636.5
13170,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,13,mScarlet,1582.0
13174,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,14,mScarlet,1592.5
13178,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,15,mScarlet,1638.5
13182,I21,split pir 2x bxb1,15,0.01,10,+,carb,1,16,mScarlet,1186.5
13186,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,1,mScarlet,442.5
13190,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,2,mScarlet,434.0
13194,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,3,mScarlet,305.5
13198,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,4,mScarlet,210.0
13202,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,5,mScarlet,451.5
13206,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,6,mScarlet,224.0
13210,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,7,mScarlet,357.0
13214,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,8,mScarlet,431.0
13218,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,9,mScarlet,444.5
13222,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,10,mScarlet,338.5
13226,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,11,mScarlet,311.0
13230,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,12,mScarlet,359.5
13234,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,13,mScarlet,368.5
13238,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,14,mScarlet,369.5
13242,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,15,mScarlet,415.5
13246,I22,split pir 2x bxb1,15,0.01,10,+,kan,1,16,mScarlet,339.0
13250,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,1,mScarlet,656.0
13254,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,2,mScarlet,556.0
13258,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,3,mScarlet,541.5
13262,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,4,mScarlet,676.0
13266,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,5,mScarlet,1107.0
13270,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,6,mScarlet,494.0
13274,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,7,mScarlet,546.5
13278,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,8,mScarlet,728.5
13282,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,9,mScarlet,800.5
13286,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,10,mScarlet,618.5
13290,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,11,mScarlet,694.5
13294,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,12,mScarlet,1164.5
13298,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,13,mScarlet,1285.0
13302,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,14,mScarlet,1330.0
13306,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,15,mScarlet,1407.0
13310,I23,split pir 2x bxb1,15,0.01,50,+,carb,1,16,mScarlet,1043.5
13314,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,1,mScarlet,425.5
13318,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,2,mScarlet,484.5
13322,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,3,mScarlet,238.0
13326,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,4,mScarlet,185.0
13330,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,5,mScarlet,370.5
13334,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,6,mScarlet,215.0
13338,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,7,mScarlet,341.5
13342,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,8,mScarlet,399.0
13346,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,9,mScarlet,314.0
13350,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,10,mScarlet,252.0
13354,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,11,mScarlet,207.5
13358,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,12,mScarlet,290.5
13362,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,13,mScarlet,282.0
13366,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,14,mScarlet,252.5
13370,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,15,mScarlet,291.5
13374,I24,split pir 2x bxb1,15,0.01,50,+,kan,1,16,mScarlet,216.5
13378,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,1,mScarlet,1458.0
13382,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,2,mScarlet,1528.0
13386,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,3,mScarlet,1008.0
13390,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,4,mScarlet,1075.0
13394,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,5,mScarlet,1620.5
13398,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,6,mScarlet,987.5
13402,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,7,mScarlet,989.5
13406,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,8,mScarlet,847.5
13410,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,9,mScarlet,766.0
13414,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,10,mScarlet,332.5
13418,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,11,mScarlet,192.0
13422,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,12,mScarlet,204.0
13426,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,13,mScarlet,125.0
13430,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,14,mScarlet,63.5
13434,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,15,mScarlet,46.5
13438,I3,split pir 2x bxb1,10,0.01,50,-,carb,1,16,mScarlet,22.0
13442,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,1,mScarlet,1120.5
13446,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,2,mScarlet,1149.5
13450,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,3,mScarlet,658.0
13454,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,4,mScarlet,665.0
13458,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,5,mScarlet,880.0
13462,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,6,mScarlet,562.5
13466,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,7,mScarlet,582.0
13470,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,8,mScarlet,609.0
13474,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,9,mScarlet,469.0
13478,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,10,mScarlet,346.0
13482,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,11,mScarlet,236.5
13486,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,12,mScarlet,240.0
13490,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,13,mScarlet,221.0
13494,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,14,mScarlet,163.0
13498,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,15,mScarlet,101.5
13502,I4,split pir 2x bxb1,10,0.01,50,-,kan,1,16,mScarlet,106.0
13506,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,1,mScarlet,852.5
13510,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,2,mScarlet,557.5
13514,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,3,mScarlet,131.0
13518,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,4,mScarlet,135.5
13522,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,5,mScarlet,218.0
13526,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,6,mScarlet,131.0
13530,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,7,mScarlet,107.0
13534,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,8,mScarlet,82.0
13538,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,9,mScarlet,59.0
13542,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,10,mScarlet,22.5
13546,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,11,mScarlet,11.5
13550,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,12,mScarlet,7.0
13554,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,13,mScarlet,6.5
13558,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,14,mScarlet,11.5
13562,I5,split pir 2x bxb1,15,0.01,10,-,carb,1,15,mScarlet,20.0
